okved,cluster
PHYH,5
GLA,5
PAK2,5
SNRPD3,5
HAT1,5
RPL39L,5
NOP10,5
PPRC1,5
TOMM40,5
GRWD1,5
PDS5A,5
CDK2AP1,5
MED13L,5
MDN1,5
MANF,5
CDC27,5
RBMX,5
ARPC3,5
RBX1,5
NDUFAB1,5
ING1,5
RNMT,5
SUPT16H,5
PBRM1,5
NFKBIB,5
RTN2,5
NDUFA13,5
TSR1,5
SNRPG,5
DYNLT3,5
HNRNPA0,5
ALG8,5
NDUFV1,5
SRPK1,5
E2F3,5
ERH,5
EXOSC2,5
PPAT,5
SIN3A,5
AHSA1,5
POLR2E,5
PRPF4,5
KDM3B,5
RABAC1,5
NDE1,5
TOR1A,5
SDHA,5
CAB39,5
SNX3,5
NOP2,5
TAX1BP3,5
EIF6,5
NDC1,5
IFNAR1,5
SLC25A6,5
FIS1,5
PPIG,5
VMP1,5
RPA3,5
AHCTF1,5
FHL3,5
TATDN2,5
CISD1,5
NUP155,5
NDUFS1,5
NUP107,5
ARPC4,5
SNRPF,5
EIF3H,5
NOP14,5
CCDC71,5
NDUFA2,5
NDUFS5,5
RNF169,5
TIPIN,5
MIS18A,5
SEC61G,5
SMCR8,5
SSR4,5
PDHB,5
TMA7,5
CSNK2B,5
POMP,5
ETFA,5
EIF3L,5
PLA2G15,5
MFSD1,5
CTPS1,5
UQCR11,5
NDUFC2,5
UBE2B,6
NUDT4,6
CTBP1,6
SDF2L1,6
MVD,6
CPEB4,6
COPE,6
CD302,6
SC5D,6
DPP7,6
ARFGAP1,6
SLC8A1,6
CRELD2,6
PKP2,6
FMR1,6
CSAD,6
FKBP11,6
HIP1,6
CLK1,6
POFUT2,6
DHRS1,6
GUSB,6
MVK,6
AP1B1,6
ATXN3,6
ZMIZ2,6
CCS,6
GALE,6
PIK3C3,6
ARF5,6
FLCN,6
KLF7,6
CDK5RAP3,6
TFAP4,6
GCHFR,6
MAX,6
AGA,6
KMT2D,6
MAD1L1,6
NUCB2,6
SLC44A1,6
ALDH1B1,6
SERINC5,6
PFKFB1,6
EIF4E2,6
TBL1X,6
LAT,6
GCNT2,6
GRK5,6
CABIN1,6
RSU1,6
FNDC3A,6
PTPN12,6
SGPL1,6
UBA7,6
GMPR,6
CORO1B,6
RTEL1,6
MED12,6
COMMD8,6
PAPOLA,6
TRANK1,6
ARHGAP1,6
CTDP1,6
UAP1L1,6
FAM83D,6
BSCL2,6
TSC22D4,6
CHMP1B,6
NUP214,6
P2RX4,6
PGP,6
SIRT5,6
RAB8B,6
RNF34,6
ARSA,6
OSBPL7,6
CLCN5,6
RYBP,6
CTNS,6
VPS28,6
IRF3,6
TOX,6
BRAP,6
DDIT4L,6
CCNH,6
LY75,6
NUP85,6
KIFC3,6
EPN1,6
CHSY1,6
TRADD,6
GBP3,6
ISOC1,6
WWC1,6
TCN2,6
INTS3,6
HTRA2,6
BCAS3,6
DCAF7,6
GALNT6,6
CHKB,6
MED15,6
MLLT3,6
XRCC3,6
TRAPPC3,6
USP6NL,6
PPP1R15B,6
ARL4D,6
PIGQ,6
GMDS,6
CGN,6
RAB4A,6
RECQL5,6
EZH1,6
TRIOBP,6
WTAP,6
ORAI3,6
RAE1,6
KPNA1,6
SETD1B,6
SPCS3,6
GFER,6
MXD3,6
CBR1,6
LPAR6,6
DFFB,6
MAML1,6
RIN1,6
LMF2,6
ACOX3,6
THBS3,6
STARD4,6
PGPEP1,6
RXRB,6
ATP13A1,6
POLR1D,6
GGA1,6
LOXL3,6
BAG2,6
CSNK2A2,6
RTP4,6
EIF5A2,6
SMPDL3B,6
HCCS,6
SLC31A1,6
SCHIP1,6
RAD9A,6
BLMH,6
PHF19,6
SLC27A4,6
GTF3C5,6
WWP2,6
DEPDC1B,6
SFI1,6
XPNPEP1,6
POLB,6
NPRL2,6
RBM6,6
CPNE1,6
SCAND1,6
PIGC,6
TAF10,6
GLTP,6
ANKRD27,6
FBXL6,6
SIRT6,6
SLC29A3,6
SIDT2,6
AP5Z1,6
SCN9A,6
ZNF652,6
PLEKHM1,6
PRR5,6
CORIN,6
JPH1,6
ZDHHC6,6
ABHD3,6
DTX3,6
ELOVL7,6
PITPNM2,6
STX4,6
EPPK1,6
SUFU,6
FAM117A,6
RNF43,6
SPC24,6
AVEN,6
NT5DC3,6
CTDNEP1,6
PGM2,6
SLC35C1,6
EMD,6
ARFIP1,6
TPRA1,6
GAS2L1,6
LCLAT1,6
TBC1D15,6
SH3GL1,6
TCTA,6
PORCN,6
TTLL12,6
DLX4,6
PHKG2,6
FAR2,6
B3GNTL1,6
BTN3A3,6
ENTPD7,6
DUSP26,6
GNB1L,6
AMBRA1,6
ZBTB40,6
ORAI2,6
FAM13B,6
PNKP,6
TBX15,6
CHST12,6
PLA2G4C,6
YIPF4,6
SCAMP2,6
PCBP3,6
PPP2R3C,6
SPPL2A,6
CENPK,6
ODF2,6
APPL2,6
CXXC1,6
KIAA0753,6
VPS4B,6
EGLN2,6
SMPD2,6
DHX30,6
XYLT2,6
FAM50A,6
ABCF3,6
PIGV,6
LPAR3,6
METTL4,6
RAPSN,6
ABLIM2,6
SEMA6C,6
THOC1,6
LLGL2,6
TBC1D13,6
ANKZF1,6
NFKBIL1,6
TMEM11,6
CRCP,6
WNT16,6
AKR7A2,6
DOK1,6
GRAMD1C,6
SPATA2L,6
SIRT7,6
PHKG1,6
CLK2,6
MUS81,6
LAS1L,6
AMMECR1,6
CHRNA1,6
AP1G2,6
NUDT1,6
MFSD10,6
ARMCX6,6
CENPW,6
MAN2B2,6
TMED3,6
DGCR2,6
RBM4B,6
SAMD4B,6
UBOX5,6
CLTCL1,6
GPBP1,6
BATF2,6
CHMP4A,6
IST1,6
REC8,6
PEF1,6
CHMP1A,6
ICAM5,6
BCORL1,6
RANBP3,6
TOP3B,6
POC1A,6
CNIH3,6
TOR1B,6
AP1M1,6
TRIM62,6
SUGP2,6
SENP5,6
SLC39A11,6
TTC39B,6
LRRC14,6
RAB40C,6
FSCN2,6
DNASE1L2,6
HPS4,6
THADA,6
VILL,6
ATF6B,6
ZNF331,6
RNF157,6
RAB43,6
CYTH2,6
CTBS,6
RAB4B,6
RP2,6
ZDHHC13,6
TMEM161A,6
LMO1,6
FCHO1,6
VPS16,6
BRK1,6
DOLPP1,6
ZBTB22,6
ZNF276,6
DDX49,6
SCAMP4,6
FBXW2,6
UNKL,6
FPGT,6
FKBPL,6
ZNF668,6
TMEM39A,6
SLC35E2B,6
RTKN2,6
GUCY2D,6
NAA40,6
ASB5,6
GIGYF1,6
AKAP17A,6
RNF25,6
GRIN3A,6
DNASE1,6
ZNF518A,6
CHRNA10,6
FAM32A,6
PLEKHM3,6
WDR73,6
MATN1,6
RAB36,6
ORMDL2,6
CNIH2,6
SLC35D2,6
TBCC,6
UNC119B,6
OMG,6
CCDC125,6
DALRD3,6
TMEM107,6
NADSYN1,6
IQCC,6
SLC35C2,6
HCAR1,6
TMEM229B,6
TCHP,6
CCDC115,6
KLHL14,6
UBE2J2,6
PCGF3,6
GSDMB,6
SNX22,6
ABHD15,6
ACCS,6
CUZD1,6
ZNF574,6
LMOD3,6
GUCD1,6
RHPN1,6
ZNF692,6
INO80E,6
DDX43,6
HTRA4,6
DRAXIN,6
TMEM116,6
ZFYVE27,6
TRIM11,6
EMC10,6
SYS1,6
DNAJC17,6
LRRC45,6
TSEN54,6
EMC3,6
NMRAL1,6
TMEM175,6
IFT52,6
RAB29,6
NAA60,6
MUSTN1,6
SLFN11,6
ZBTB45,6
TMEM216,6
CYB561D1,6
CCL28,6
LRRC37A3,6
OTUD5,6
FBXW9,6
ANKRD13D,6
EME2,6
DCP1B,6
NCKAP5L,6
NUDT16L1,6
ZNF44,6
TMEM91,6
NAGS,6
MYL5,6
STX10,6
MYBPH,6
ASPHD2,6
SH3D21,6
TUBA3D,6
TMEM234,6
ZNF764,6
GHDC,6
FCHSD1,6
SLC36A2,6
KIAA0408,6
DNAJC14,6
GADL1,6
FUOM,6
ZBTB49,6
SWT1,6
TTC31,6
IGFN1,6
ZNF786,6
VWDE,6
GLI4,6
UPK3A,6
CCDC159,6
NBPF9,6
ZNF808,6
MYH13,6
ZNF439,6
NBPF11,6
ZNF182,6
AKR1B15,6
FAM120AOS,6
SRGAP2C,6
SRGAP2B,6
IDI2,6
MMP2,7
ANXA1,7
LGALS1,7
LGALS3,7
ANXA2,7
LOX,7
COL5A1,7
GSN,7
COL18A1,7
FBN1,7
PDGFRB,7
DDR2,7
PCK1,7
LGALS3BP,7
COL6A1,7
PXDN,7
KLF9,7
TGFBI,7
IFITM1,7
TCF4,7
HTRA1,7
JAG1,7
GBE1,7
H6PD,7
GNS,7
FSTL1,7
CTSA,7
DLC1,7
ECE1,7
ISG15,7
TIMP1,7
GPC1,7
CD9,7
PNRC1,7
KRT18,7
LAMB1,7
APLP2,7
IFIT1,7
HEXB,7
ALDH1A1,7
CAST,7
VCL,7
COL5A2,7
COTL1,7
COL6A3,7
NAGLU,7
GAS6,7
CRIM1,7
MAOB,7
SORBS1,7
ATP2B4,7
NRIP1,7
TCF7L2,7
EXT1,7
LOXL2,7
DCLK1,7
KRT8,7
IFRD1,7
TRIM2,7
PNPLA2,7
FOXO1,7
KRT19,7
LRIG1,7
SMAD7,7
GATM,7
MAP1B,7
COL6A2,7
SH3PXD2A,7
TEAD1,7
IFI27,7
SLCO2B1,7
SOCS2,7
TTYH3,7
FNDC3B,7
FBP1,7
SLC40A1,7
SLC20A1,7
C4B,7
AZGP1,7
WFDC2,7
EPHA4,7
FKBP10,7
BMP1,7
APOB,7
NID1,7
PTPRK,7
IFI6,7
APOA2,7
MRC2,7
RBP4,7
PLEC,7
EHD4,7
OSMR,7
STAT2,7
IFITM2,7
YAP1,7
HIPK2,7
RORA,7
CEACAM1,7
RERE,7
TUBB2B,7
PAK1,7
IER5,7
ARHGEF17,7
LTBP2,7
CD151,7
MECP2,7
ADAM10,7
ZMIZ1,7
ABCC2,7
MAP3K1,7
UBE2L6,7
SLC7A7,7
MLXIPL,7
SORT1,7
ABCG2,7
LTBP1,7
CES1,7
MCAM,7
GPM6B,7
DLK1,7
NRCAM,7
FGF1,7
IGFBP6,7
GADD45G,7
RGS4,7
TBL1XR1,7
EFEMP2,7
ARPC1B,7
ADAMTS2,7
EGLN3,7
PINK1,7
THBS2,7
ELN,7
RRAS,7
SLC39A8,7
ADH1B,7
TSPAN8,7
PCSK6,7
ST6GAL1,7
ARRB1,7
BCL11A,7
NFAT5,7
TGFA,7
YPEL5,7
NFIA,7
TRAF3,7
CNTN1,7
CACNA1C,7
PRDM1,7
CDC42EP1,7
TOB1,7
SMG1,7
RASGRP1,7
IFI35,7
LAMA2,7
VHL,7
SH3PXD2B,7
FGF9,7
HOOK2,7
EPB41L3,7
IFI16,7
UGCG,7
PBXIP1,7
S100P,7
ZFHX3,7
FBN2,7
GNAQ,7
FBLN5,7
STEAP3,7
FAM20C,7
RNF213,7
SIX1,7
MYO1E,7
FBLN2,7
PYCARD,7
EMP3,7
ULK1,7
RRAGD,7
CASP9,7
ATP7A,7
TRIM22,7
RGS10,7
JARID2,7
AKR1B10,7
TIAM1,7
ACVRL1,7
SLC43A3,7
DTX3L,7
BCL11B,7
FXYD3,7
HBP1,7
KMT2A,7
S1PR1,7
FNBP1,7
OAS3,7
S100B,7
NFATC1,7
PFKL,7
VAV2,7
ALDH1L1,7
IFI44,7
ARF6,7
PTK7,7
GAB2,7
BMI1,7
FXYD5,7
ANTXR1,7
AGPAT2,7
LMO2,7
ELMO1,7
RCN1,7
PTGIS,7
GLIPR1,7
FRY,7
CAMK4,7
ITIH2,7
SP100,7
ALDH1A2,7
RBMS1,7
FZD2,7
PIK3IP1,7
LRRFIP1,7
PLK3,7
CHL1,7
MID1,7
TEK,7
SACS,7
TM7SF2,7
CPM,7
BACH2,7
GFRA1,7
CD200,7
FLRT2,7
ZMAT3,7
MMD,7
DAGLA,7
CISH,7
SH2B3,7
SRPX,7
SLC30A1,7
EIF2AK2,7
NUAK1,7
MERTK,7
ALDH5A1,7
ALDH3A1,7
AGO2,7
PELI1,7
SPON2,7
ETV6,7
HDAC5,7
SIRT2,7
IGF2BP2,7
RFTN1,7
KSR1,7
SPEN,7
LIMK1,7
EPSTI1,7
ITPKB,7
P2RX7,7
DPYSL4,7
SPINT2,7
COL14A1,7
BBC3,7
DDX60,7
EPHB4,7
TPD52,7
SERPINB9,7
FADD,7
LIMS1,7
SPRED2,7
SEL1L3,7
SLIT3,7
EDEM1,7
LBP,7
CAMK2G,7
CYP4B1,7
DOCK1,7
TNFSF13,7
DACH1,7
FXYD6,7
PITPNM1,7
SEMA5A,7
SLC12A6,7
VAMP8,7
MAN1A1,7
SNX10,7
RGCC,7
PKIA,7
PDE2A,7
GABRP,7
BMP6,7
AEBP1,7
CBX4,7
STEAP1,7
ADPRH,7
S100A2,7
GRB7,7
LY96,7
RIPK2,7
TPBG,7
XAF1,7
RBCK1,7
SMOX,7
RCN3,7
PITPNC1,7
PI3,7
PDE3B,7
HHAT,7
CSGALNACT1,7
TRPM2,7
SPOCK2,7
UBD,7
EHD3,7
PIPOX,7
ARAP2,7
SEC24D,7
GPR137B,7
COL15A1,7
MT1F,7
PIP4K2A,7
RAP1A,7
MAP3K14,7
PSRC1,7
DOCK10,7
ATP13A2,7
RASSF1,7
CHD6,7
SAMD9,7
DSE,7
SIGLEC8,7
OLFM4,7
SAMD9L,7
IDO1,7
FKBP14,7
AIP,7
AHSG,7
PI4K2B,7
AGPAT1,7
LRRK1,7
KDELR3,7
MAPKAPK3,7
TBC1D2,7
CD99,7
HOXC6,7
HECA,7
CHST2,7
LDLRAP1,7
HMG20B,7
PDGFD,7
PCOLCE2,7
PTPN2,7
PLPP3,7
IL1RL1,7
RHBDF1,7
GGT1,7
IL32,7
RENBP,7
NOD1,7
FMOD,7
KCNC3,7
DGKB,7
MXRA5,7
RAB13,7
MAPK7,7
P2RY6,7
XPNPEP2,7
STEAP4,7
CHRM3,7
COL9A2,7
CCL22,7
LAMP3,7
CERS4,7
COMP,7
APOL3,7
CLEC2B,7
TNFRSF25,7
MSLN,7
AICDA,7
PRL,7
AATK,7
FKBP1B,7
BLVRA,7
TRPV1,7
GLP1R,7
ITGAE,7
ADAM28,7
INPP5K,7
ADGRA2,7
SLC6A3,7
SAA1,7
KRT4,7
SPRR1A,7
CALCA,7
FGFBP1,7
CCL17,7
TDGF1,7
SFTPB,7
TNS2,7
FOXN1,7
CPA3,7
ADGRL1,7
COLEC11,7
SPRR1B,7
PRR7,7
ROS1,7
ADH7,7
SERPINB3,7
SERPINB13,7
KLK13,7
SLC6A14,7
SCGB1A1,7
ADGRL2,7
GH1,7
EGFL6,7
PADI1,7
MSMB,7
PRSS22,7
TMPRSS3,7
TRIL,7
SMIM3,7
ADGRG6,7
SPRR3,7
CERS1,7
ADGRF5,7
P3H2,7
ADGRL4,7
C1QTNF5,7
P3H3,7
B4GAT1,7
P3H1,7
CXCL17,7
SFTA2,7
ETFB,8
ESD,8
SLC25A10,8
PMVK,8
NAPA,8
MRPS5,8
HMGN3,8
STARD10,8
IDH3G,8
AUH,8
CCNI,8
PCYT2,8
MRPL16,8
DHTKD1,8
PTP4A2,8
HCFC1R1,8
LIMK2,8
TIMM17A,8
NIT2,8
STK17B,8
KLC1,8
EMB,8
CEP170,8
PXMP4,8
ABLIM3,8
SEMA4G,8
SMARCC2,8
HSD17B10,8
CELSR2,8
CES2,8
CLASP1,8
HS3ST3B1,8
SLC19A1,8
ANKRD11,8
FXYD2,8
BPGM,8
POLR2F,8
UBA2,8
HSD3B7,8
REEP1,8
DBT,8
GPCPD1,8
SKAP2,8
DUSP14,8
ETV4,8
HNRNPUL2,8
MLLT1,8
OAF,8
MTTP,8
FAM162A,8
MCEE,8
MRPS2,8
TXNDC5,8
MUSK,8
NAB2,8
SEMA4A,8
GATAD2B,8
MYO7A,8
PPM1F,8
RCL1,8
VANGL2,8
FJX1,8
MICAL1,8
UCHL5,8
MRPS30,8
PDE12,8
COPS2,8
DROSHA,8
AJUBA,8
MRPS16,8
ICA1,8
PFKFB2,8
SPTLC2,8
DLX5,8
SLC2A5,8
OSBPL3,8
MRPL24,8
DARS2,8
OPA3,8
IRAK4,8
GGCT,8
VAMP3,8
UBE2D1,8
PURB,8
OCRL,8
MIDN,8
FZD6,8
ST13,8
TOMM7,8
LARS2,8
CDK18,8
ISCU,8
INPP5A,8
ZFX,8
SLC46A3,8
TSPAN33,8
CALB2,8
DCTPP1,8
CEBPG,8
TRIP6,8
CYP7B1,8
SH3GLB1,8
TAF13,8
AP2A2,8
HLA-F,8
IRF2BPL,8
REPIN1,8
TPPP3,8
RHOU,8
GTPBP1,8
UBE2E1,8
CPT1B,8
ARL8B,8
CHRNA7,8
TNRC6A,8
POLR2K,8
RAB3D,8
NUDT3,8
TNFRSF8,8
DRD4,8
TECR,8
NIP7,8
PPDPF,8
STOML2,8
TCEAL8,8
DSTYK,8
LIMD1,8
RRP15,8
ANKRD26,8
STK3,8
HTR1B,8
GSE1,8
GALK1,8
NDUFAF4,8
SNRK,8
MRPS18C,8
WDR82,8
MRPL43,8
MSI1,8
MRPL37,8
MRPL27,8
DPM1,8
SIAH2,8
PTGER2,8
INTU,8
RAB21,8
FDX1,8
LRRC58,8
MGST2,8
CNTFR,8
USP33,8
NEK9,8
CSTF2T,8
ECHDC1,8
LYPLAL1,8
HOMER3,8
L2HGDH,8
SWAP70,8
GSTCD,8
SYNGR2,8
PDCD5,8
RAB14,8
EIF1B,8
MPL,8
MPI,8
RALGAPA1,8
DPH2,8
SNRPC,8
BYSL,8
VPS4A,8
COLQ,8
PLXNB3,8
IBTK,8
WNT2,8
EXOC2,8
IMP3,8
FOXN2,8
AGPS,8
SUV39H2,8
UBR2,8
POMT2,8
MTRF1L,8
POP1,8
GP6,8
ORC4,8
DPAGT1,8
TFG,8
DUSP16,8
EXOC5,8
VEZF1,8
RPGR,8
STAM,8
HAUS6,8
TNFSF15,8
MTRR,8
GCDH,8
UBE2O,8
STT3B,8
RIT1,8
PFDN4,8
OGDHL,8
ACSS1,8
NT5C2,8
DIS3,8
CPVL,8
GPR68,8
EXOSC8,8
APIP,8
PHF20L1,8
TAF7L,8
PCGF5,8
MICA,8
APPL1,8
RARS2,8
TDP2,8
GIGYF2,8
HS3ST3A1,8
ANAPC13,8
CRIPT,8
PRPF31,8
SUOX,8
TMEM209,8
GOLPH3L,8
ANKH,8
BPHL,8
EIF2AK1,8
FAM184A,8
DFFA,8
DCTN4,8
PSPC1,8
UTY,8
RALGAPB,8
PDSS1,8
BNC1,8
SLC9A7,8
PTGES2,8
STRBP,8
SLC35E3,8
ALS2,8
RHPN2,8
SEC24B,8
N4BP2,8
PPP6R3,8
FIGNL1,8
TMEM33,8
PARN,8
PRSS12,8
CTC1,8
KRT81,8
AACS,8
SRPRB,8
SH3TC1,8
AIDA,8
SESTD1,8
C1QTNF3,8
WDR48,8
GSTM4,8
PBLD,8
NFATC2IP,8
AKIRIN1,8
ALPK2,8
MPHOSPH6,8
PHF14,8
VPS26A,8
NUP43,8
PRMT3,8
GYG1,8
TXLNG,8
ATMIN,8
LCMT1,8
PTRH2,8
DIAPH2,8
TXNDC9,8
INTS7,8
COX11,8
CA9,8
JADE1,8
ZFAND6,8
SNX29,8
TNFRSF10D,8
SPDL1,8
UBE2D2,8
RCHY1,8
NAA38,8
SEC11C,8
MRPS11,8
RRP7A,8
SGSH,8
RNF168,8
ZFYVE16,8
MRPS15,8
LEO1,8
OSGIN2,8
RC3H2,8
BAIAP2L2,8
MAEA,8
GTF3C6,8
PMPCB,8
COA5,8
PPA2,8
ZDHHC17,8
PDSS2,8
CDYL,8
SPCS2,8
OVGP1,8
APTX,8
UTP3,8
PWP2,8
SCYL2,8
TMEM205,8
RABEPK,8
ACOXL,8
YBX2,8
RNF146,8
DNAAF2,8
URM1,8
NRBF2,8
ENGASE,8
MTHFS,8
PRMT6,8
ERCC8,8
ANAPC11,8
ITGB1BP2,8
BCL2L14,8
NSUN4,8
UXS1,8
FBXO38,8
HMG20A,8
OTUD6B,8
EPC2,8
MRPL46,8
MRPL35,8
CIAO1,8
PHF5A,8
FAM118A,8
TUBD1,8
NAA25,8
DEXI,8
ZNF367,8
ABCB7,8
COLGALT1,8
NUDT19,8
SLC15A4,8
COQ5,8
MRPL40,8
TFB1M,8
TMX2,8
AP1AR,8
ZNF274,8
CALCOCO2,8
TRAPPC4,8
STRADB,8
TTC4,8
FCF1,8
BGLAP,8
FBXL3,8
TRAPPC2L,8
PPP1R8,8
MCAT,8
DOK7,8
DUSP12,8
TMEM167A,8
ZCCHC3,8
CCDC141,8
SAP30L,8
IKBIP,8
TARS2,8
OSBPL2,8
NEMF,8
ASCC1,8
IMPG2,8
EIF3CL,8
EIF2D,8
USP4,8
DNAJC19,8
SPSB3,8
HAUS4,8
TMEM230,8
RBFA,8
RABL3,8
CRLS1,8
SMG8,8
CYP21A2,8
CAPN11,8
DERL3,8
THG1L,8
MRPS26,8
AANAT,8
HSCB,8
MADCAM1,8
MRPS22,8
COX18,8
CCDC71L,8
ACSM1,8
CMC1,8
CHST14,8
RPUSD3,8
ZNF326,8
ZNF394,8
SF3B6,8
EFCAB14,8
RTCB,8
MTFMT,8
COA6,8
ATG4D,8
COA4,8
KNOP1,8
SMIM15,8
COA7,8
MTERF3,8
KHK,9
LRG1,9
CHMP5,9
TCF7,9
LPXN,9
PIM2,9
RAPGEF5,9
TRAK2,9
GPT,9
GNE,9
AZIN1,9
PDE10A,9
RAB30,9
PPP1R9A,9
ARPC5,9
RCBTB2,9
SHC3,9
COQ7,9
PDZD2,9
SNN,9
APOBEC3G,9
MYEF2,9
TMEM37,9
DENND2D,9
PCDH17,9
DNER,9
CERS6,9
TMEM50B,9
GPR65,9
AS3MT,9
GNAL,9
RAB8A,9
CYP46A1,9
PRELID1,9
ADAMTS6,9
CHST1,9
FAM107A,9
SGPP1,9
XPNPEP3,9
UBE4B,9
TOMM5,9
ATG10,9
ENTPD4,9
POLR3K,9
FBXO31,9
PPP1R13B,9
VANGL1,9
RPGRIP1L,9
CTXN1,9
PPM1L,9
CYP4F3,9
TRAF3IP1,9
PDPR,9
MAT2B,9
CRLF3,9
ATF7,9
GPR85,9
FRMD8,9
AKAP7,9
FOXJ3,9
PARP16,9
ZNF287,9
SYPL1,9
MCTS1,9
RGS20,9
FKRP,9
ARFGAP3,9
USE1,9
SLC22A2,9
TRIM35,9
GREB1L,9
PPCDC,9
MKS1,9
SLITRK6,9
HGSNAT,9
HAS3,9
ANO3,9
FOXP4,9
SYF2,9
UTP18,9
IFFO2,9
TIRAP,9
PAFAH2,9
RSBN1,9
SLC16A9,9
BLOC1S2,9
CACHD1,9
TRIM59,9
ACAD10,9
ZC3H15,9
SLC12A8,9
AP1S3,9
RAB37,9
NSUN5,9
TTBK2,9
ING3,9
WDPCP,9
TMEM30B,9
AVL9,9
ZNF132,9
CPQ,9
COMMD9,9
UFC1,9
ST18,9
PEX7,9
POM121C,9
ADGRG1,9
UBXN7,9
LRRC40,9
SLC25A19,9
PIGP,9
FARSB,9
PI4KB,9
AEBP2,9
BNIP2,9
MRPS9,9
ARMC1,9
POMGNT1,9
MED28,9
RANBP6,9
ITPRIPL2,9
ZNRF3,9
OTUD1,9
ASPHD1,9
RLF,9
SLC13A3,9
MAD2L1BP,9
PROM2,9
DACT2,9
PGAM5,9
EEPD1,9
TBC1D8B,9
ZNF407,9
L3MBTL1,9
DPF1,9
ZBTB3,9
ALG6,9
CHMP3,9
SNX4,9
POLR3A,9
MPPE1,9
PEX10,9
RMND5B,9
FLG,9
TMEFF1,9
NHSL1,9
UBA5,9
PHF10,9
PLEKHJ1,9
TMEM258,9
KLHL3,9
AMER1,9
GALR1,9
ELF2,9
COG5,9
SOWAHC,9
MCMBP,9
TM2D1,9
NCOA5,9
ANAPC16,9
EBAG9,9
WBP1L,9
ZNF197,9
ZFP37,9
SLC4A1AP,9
NPY5R,9
ALKBH3,9
RBM22,9
ZCCHC2,9
KLHL15,9
TAF8,9
WNK3,9
SLC26A11,9
SLC7A4,9
PAOX,9
LRRC4B,9
PHF7,9
SAC3D1,9
B3GALNT2,9
CDC26,9
WRAP53,9
TADA1,9
NEDD1,9
DEPDC7,9
ENOX1,9
ZNF221,9
TTBK1,9
PPIL6,9
PNOC,9
COQ6,9
SPATA18,9
PRRG1,9
EML5,9
TECTA,9
RPS6KC1,9
MSL2,9
TMEM9B,9
INO80C,9
CRYBG3,9
BBS5,9
FAM89A,9
PHF21B,9
SSU72,9
TRNAU1AP,9
ZNF750,9
CREB3L4,9
ISOC2,9
ACOT8,9
SCML1,9
TAF3,9
SNX19,9
CHMP7,9
ACOT4,9
ATG4A,9
CCNDBP1,9
NEK3,9
BRD9,9
NAALAD2,9
DPH3,9
D2HGDH,9
TASP1,9
ATP6V1C2,9
SIAE,9
IL1RL2,9
DENND2C,9
CCNJ,9
IRX1,9
SP6,9
WDR44,9
RNF208,9
STK32A,9
UTP23,9
GP1BB,9
NIPAL1,9
STK26,9
BABAM1,9
TMEM14B,9
BTBD10,9
ASB3,9
KCNV2,9
ZCCHC9,9
STARD9,9
USP54,9
KISS1R,9
CEP112,9
NADK2,9
UEVLD,9
DCBLD1,9
ZNF41,9
USP31,9
ZNF286A,9
TCEAL1,9
TBC1D23,9
RP9,9
LNX2,9
MLNR,9
CCDC107,9
TXNRD3,9
NOM1,9
ADAMTS20,9
BTNL2,9
MORC2,9
PLEKHN1,9
STYX,9
FAM161A,9
SNURF,9
PARS2,9
METTL15,9
ZNF234,9
MYO15A,9
TMEM263,9
R3HCC1,9
ZNF8,9
REM2,9
TXNDC15,9
RASGEF1C,9
CYB5D1,9
NR2C2AP,9
DIRAS3,9
CNGA3,9
PYROXD1,9
CATSPER2,9
KANSL2,9
SNX21,9
TMIE,9
PCDHGB4,9
METTL13,9
LYSMD1,9
MTCP1,9
PSMG3,9
TMPPE,9
RAB40A,9
METAP1D,9
ZNF623,9
CCDC39,9
NT5C3A,9
HSD17B8,9
TCEAL2,9
PCDHGA7,9
NUDT14,9
MGARP,9
FAM89B,9
GBGT1,9
ZNF189,9
ISL2,9
ZFP57,9
ZNF275,9
ARFGEF3,9
ZNF621,9
TIGD2,9
TVP23B,9
PPP1R3E,9
KCTD19,9
ALG10,9
NDUFAF6,9
ZNF232,9
ZNF330,9
BTBD16,9
BRDT,9
CEP89,9
JADE3,9
NUDT17,9
METTL2A,9
C2CD4C,9
VWCE,9
EPHX4,9
DAZL,9
GNG8,9
SUGCT,9
MSANTD3,9
PATJ,9
PGBD1,9
PDZD9,9
SYT10,9
ZNF75A,9
IGFBPL1,9
UFSP1,9
ZNF805,9
SELENOP,9
CRYBA1,9
HOXC9,9
SPX,9
IZUMO1,9
ZNF354C,9
QRFP,9
MAMSTR,9
MSANTD2,9
CCDC102B,9
PIGY,9
ZNF470,9
F8A1,9
ZNF554,9
ZNF283,9
TPRG1,9
TCEANC,9
TIGD1,9
SLC52A1,9
PTTG2,9
ZNF695,9
RNF175,9
PRIMPOL,9
CMTM2,9
ZNF853,9
TMEM200B,9
ZNF843,9
TVP23A,9
TMEM74B,9
DNAJC30,9
RNF113A,9
ANKRD33,9
TMEM203,9
ZNF177,9
PNMA6A,9
RXFP2,9
MRGPRE,9
OPN4,9
TMED7-TICAM2,9
COMMD3-BMI1,9
HSPE1-MOB4,9
ZNF776,9
ZNF17,9
HIGD2B,9
FN1,10
STAT1,10
CCND1,10
CLU,10
SPARC,10
COL1A1,10
CAV1,10
SFN,10
THBS1,10
CXCR4,10
SPP1,10
GLUL,10
ATP1B1,10
LRP1,10
ITGB1,10
IGFBP3,10
CD81,10
BTG2,10
MMP14,10
